ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
OXA-212	3001711	protein homolog model	CARD; Resistomes & Variants	2	95.62 - 100.0	no data	no data	Acinetobacter johnsonii; Acinetobacter nosocomialis	141.00	38.00	179.00	99.76	823.00	8.33	0	0	0	0	N/A	N/A	OXA-333 (1)	825; 825	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
msrE	3003109	protein homolog model	CARD; Resistomes & Variants	17	99.8 - 100.0	YES	YES	Escherichia coli; Acinetobacter baumannii; Acinetobacter nosocomialis; Citrobacter freundii; Enterobacter cloacae; Enterobacter hormaechei; Enterobacter kobei; Klebsiella oxytoca; Klebsiella pneumoniae; Morganella morganii; Proteus mirabilis; Proteus vulgaris; Providencia rettgeri; Providencia stuartii; Pseudomonas aeruginosa; Pseudomonas stutzeri; Raoultella planticola; Salmonella enterica; Serratia marcescens; Vibrio parahaemolyticus	315.00	31.00	346.00	74.78	1103.76	0.89	0	0	0	0	N/A	N/A	mphE (18)	1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
MOX-5	3002188	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	2.00	0.00	2.00	16.41	189.00	2.00	0	0	0	0	N/A	N/A		1152	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
OXA-256	3001502	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	1.00	1.00	2.00	18.48	148.00	0.50	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
aadA4	3002604	protein homolog model	CARD; Resistomes & Variants	2	98.85 - 100.0	no data	no data	Acinetobacter baumannii; Escherichia coli; Klebsiella pneumoniae	3.00	1.00	4.00	19.84	156.50	5.50	0	0	0	0	N/A	N/A		789; 789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
srmB	3002828	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces ambofaciens	12.00	12.00	24.00	6.53	108.00	11.00	0	0	0	0	N/A	N/A		1653	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic	antibiotic target protection
OXA-229	3001692	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter bereziniae	6.00	4.00	10.00	36.70	305.00	0.00	0	0	0	0	N/A	N/A		831	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
tet(E)	3000173	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	11.00	7.00	18.00	42.78	521.00	25.44	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
OXA-12	3001407	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	22.00	4.00	26.00	63.77	507.00	22.15	0	0	0	0	N/A	N/A		795	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
AAC(3)-Ib/AAC(6')-Ib''	3002600	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	15.02	151.00	5.50	0	0	0	0	N/A	N/A		1005	AAC(3); AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
