ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CARB-5	3002244	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter calcoaceticus	11.00	3.00	14.00	76.92	690.00	0.79	0	0	0	0	N/A	N/A		897	CARB beta-lactamase	penam	antibiotic inactivation
OXA-212	3001711	protein homolog model	CARD; Resistomes & Variants	2	95.62 - 100.0	no data	no data	Acinetobacter johnsonii; Acinetobacter nosocomialis	102.00	34.00	136.00	100.00	825.00	7.60	0	0	0	0	N/A	N/A		825; 825	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
msrE	3003109	protein homolog model	CARD; Resistomes & Variants	17	99.8 - 100.0	YES	YES	Escherichia coli; Acinetobacter baumannii; Acinetobacter nosocomialis; Citrobacter freundii; Enterobacter cloacae; Enterobacter hormaechei; Enterobacter kobei; Klebsiella oxytoca; Klebsiella pneumoniae; Morganella morganii; Proteus mirabilis; Proteus vulgaris; Providencia rettgeri; Providencia stuartii; Pseudomonas aeruginosa; Pseudomonas stutzeri; Raoultella planticola; Salmonella enterica; Serratia marcescens; Vibrio parahaemolyticus	1278.00	61.00	1339.00	97.66	1441.41	0.97	0	0	0	0	N/A	N/A	mphE (85)	1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
AAC(3)-IIIc	3002538	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	2.00	4.00	16.67	140.00	1.00	0	0	0	0	N/A	N/A		840	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
QnrS6	3002795	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	2.00	0.00	2.00	16.89	111.00	1.00	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
srmB	3002828	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces ambofaciens	44.00	44.00	88.00	7.99	132.00	9.80	0	0	0	0	N/A	N/A		1653	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic	antibiotic target protection
OXA-229	3001692	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter bereziniae	3.00	1.00	4.00	38.63	321.00	1.00	0	0	0	0	N/A	N/A		831	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	2.00	0.00	2.00	18.32	177.00	1.00	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
OXA-12	3001407	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	3.00	3.00	6.00	33.46	266.00	12.00	0	0	0	0	N/A	N/A		795	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
CMY-105	3002117	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	11.69	134.00	0.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
JOHN-1 beta-lactamase	3000840	protein homolog model	CARD	1	100.0	no data	no data	Flavobacterium johnsoniae	2.00	0.00	2.00	37.88	283.00	28.00	0	0	0	0	N/A	N/A		747	JOHN beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	20.00	6.00	26.00	98.19	978.00	19.54	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephamycin	antibiotic inactivation
imiS	3003095	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	2.00	0.00	2.00	25.39	195.00	11.00	0	0	0	0	N/A	N/A		768	CphA beta-lactamase	carbapenem	antibiotic inactivation
smeD	3003055	protein homolog model	CARD; Resistomes & Variants	17	96.7 - 100.0	YES	no data	Stenotrophomonas maltophilia	25.00	14.00	39.00	10.28	121.82	1.11	0	0	0	0	N/A	N/A	AxyX (1)	1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185; 1185	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
APH(3')-Ia	3002641	protein homolog model	CARD; Resistomes & Variants	3	100.0	YES	YES	Serratia marcescens; Acinetobacter baumannii; Acinetobacter nosocomialis; Citrobacter freundii; Enterobacter cloacae; Enterobacter kobei; Escherichia coli; Haemophilus influenzae; Klebsiella oxytoca; Klebsiella pneumoniae; Morganella morganii; Proteus mirabilis; Providencia stuartii; Pseudomonas aeruginosa; Pseudomonas putida; Salmonella enterica; Shigella sonnei; Yersinia pestis	6.00	0.00	6.00	35.79	292.00	1.00	0	0	0	0	N/A	N/A		816; 816; 816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
adeC	3003811	protein homolog model	CARD; Resistomes & Variants	12	95.48 - 100.0	YES	no data	Acinetobacter baumannii	14.00	12.00	26.00	6.50	90.92	0.33	0	0	0	0	N/A	N/A		1398; 1398; 1398; 1398; 1398; 1398; 1398; 1398; 1398; 1398; 1398; 1398	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
lnuC	3002837	protein homolog model	CARD; Resistomes & Variants	3	97.56 - 100.0	YES	no data	Streptococcus agalactiae; Campylobacter coli; Escherichia coli; Clostridium difficile	8.00	4.00	12.00	38.59	191.00	0.42	0	0	0	0	N/A	N/A		495; 495; 495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
tetW	3000194	protein homolog model	CARD; Resistomes & Variants	4	97.03 - 100.0	no data	no data	Bifidobacterium longum; Clostridium difficile; Klebsiella oxytoca; Streptococcus agalactiae	135.00	13.00	148.00	85.99	1651.00	3.79	0	0	0	0	N/A	N/A		1920; 1920; 1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
OXA-164	3001662	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	YES	Acinetobacter baumannii	22.00	10.00	32.00	80.60	679.50	0.59	0	0	0	0	N/A	N/A		843; 843	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
rosB	3003049	protein homolog model	CARD	1	100.0	no data	no data	Yersinia enterocolitica	7.00	3.00	10.00	28.96	490.00	20.20	0	0	0	0	N/A	N/A		1692	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
CARB-16	3002255	protein homolog model	CARD; Resistomes & Variants	6	99.66 - 100.0	no data	no data	Psychrobacter maritimus; Acinetobacter baumannii; Klebsiella pneumoniae; Acinetobacter nosocomialis	33.00	9.00	42.00	51.75	464.17	0.72	0	0	0	0	N/A	N/A		897; 897; 897; 897; 897; 897	CARB beta-lactamase	penam	antibiotic inactivation
OXA-228	3001691	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter bereziniae	16.00	9.00	25.00	46.81	389.00	1.20	0	0	0	0	N/A	N/A	OXA-274 (1)	831	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
aadA21	3002618	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	4.00	0.00	4.00	35.61	282.00	1.00	0	0	0	0	N/A	N/A		792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-96	3001631	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	11.00	5.00	16.00	70.82	597.00	0.62	0	0	0	0	N/A	N/A		843	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
