ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
mefA	3000615	protein homolog model	CARD	1	100.0	no data	no data	Exiguobacterium sp.	2.00	0.00	2.00	22.41	273.00	11.00	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
tlrC	3002827	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces fradiae	1.00	1.00	2.00	2.06	34.00	11.00	0	0	0	0	N/A	N/A		1647	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic	antibiotic target protection
Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin	3003318	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces rishiriensis	1.00	1.00	2.00	1.52	32.00	11.00	0	0	0	0	N/A	N/A		2112	aminocoumarin resistant parY; aminocoumarin self resistant parY	aminocoumarin antibiotic	antibiotic target alteration
OXA-368	3001555	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	2.00	0.00	2.00	5.77	157.00	42.00	0	0	0	0	N/A	N/A		2721	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
ANT(3'')-IIa	3004089	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	9.36	91.00	11.00	0	0	0	0	N/A	N/A	dfrA1 (1)	972	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
Bifidobacterium adolescentis rpoB conferring resistance to rifampicin	3004480	protein homolog model	CARD	1	100.0	no data	no data	Bifidobacterium adolescentis	1.00	1.00	2.00	1.32	46.00	11.00	0	0	0	0	N/A	N/A		3498	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	peptide antibiotic; rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
OXA-23	3001418	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Acinetobacter baumannii	3.00	3.00	6.00	4.26	35.00	11.00	0	0	0	0	N/A	N/A		822	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
adeF	3000777	protein homolog model	Resistomes & Variants	1	41.73	YES	NO	Acinetobacter nosocomialis	1.00	1.00	2.00	2.96	94.00	11.00	0	0	0	0	N/A	N/A		3180	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
tetO	3000190	protein homolog model	Resistomes & Variants	1	98.75	NO	NO	Campylobacter jejuni	2.00	0.00	2.00	11.04	212.00	1.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
Pseudomonas aeruginosa CpxR	3004054	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Enterobacter cloacae; Pseudomonas aeruginosa	1.00	1.00	2.00	14.31	97.00	0.00	0	0	0	0	N/A	N/A		678	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
msrE	3003109	protein homolog model	Resistomes & Variants	1	99.8	NO	NO	Enterobacter cloacae	2.00	0.00	2.00	13.89	205.00	1.00	0	0	0	0	N/A	N/A		1476	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
ErmB	3000375	protein homolog model	Resistomes & Variants	1	98.79	NO	NO	Enterococcus faecium	2.00	0.00	2.00	33.73	252.00	1.00	0	0	0	0	N/A	N/A		747	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
sul1	3000410	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	22.74	191.00	1.00	0	0	0	0	N/A	N/A		840	sulfonamide resistant sul	sulfonamide antibiotic; sulfone antibiotic	antibiotic target replacement
mefB	3003107	protein homolog model	Resistomes & Variants	1	99.76	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	21.30	262.00	1.00	0	0	0	0	N/A	N/A		1230	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
macB	3000535	protein homolog model	Resistomes & Variants	1	99.84	NO	NO	Neisseria gonorrhoeae	1.00	1.00	2.00	3.67	71.00	0.00	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
mtrD	3000811	protein homolog model	Resistomes & Variants	1	99.06	NO	NO	Neisseria meningitidis	1.00	1.00	2.00	1.40	45.00	0.00	0	0	0	0	N/A	N/A		3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
msbA	3003950	protein homolog model	Resistomes & Variants	1	92.27	NO	NO	Raoultella planticola	1.00	1.00	2.00	2.34	41.00	11.00	0	0	0	0	N/A	N/A		1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
tetW	3000194	protein homolog model	Resistomes & Variants	1	97.03	NO	NO	Streptococcus agalactiae	6.00	0.00	6.00	21.93	421.00	12.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
smeB	3003052	protein homolog model	Resistomes & Variants	1	97.62	NO	NO	Stenotrophomonas maltophilia	1.00	1.00	2.00	1.17	37.00	0.00	0	0	0	0	N/A	N/A		3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
floR	3002705	protein homolog model	Resistomes & Variants	1	95.79	NO	NO	Stenotrophomonas maltophilia	2.00	0.00	2.00	17.12	208.00	2.00	0	0	0	0	N/A	N/A		1215	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Shigella sonnei	1.00	0.00	1.00	15.67	126.00	1.00	0	0	0	0	N/A	N/A	APH(6)-Id (1)	804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
acrF	3000502	protein homolog model	Resistomes & Variants	1	99.52	NO	NO	Escherichia coli	2.00	0.00	2.00	6.89	214.00	1.00	0	0	0	0	N/A	N/A		3105	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
dfrA1	3002854	protein homolog model	Resistomes & Variants	1	82.89	NO	NO	Escherichia coli	1.00	0.00	1.00	14.98	71.00	1.00	0	0	0	0	N/A	N/A	ANT(3'')-IIa (1)	474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
