ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CMY-115	3002126	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	23.04	264.00	1.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	322.00	43.00	365.00	100.00	816.00	36.96	0	0	0	0	N/A	N/A	ANT(2'')-Ia (1); aadA6 (1)	816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
OXA-58	3001611	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	45.00	6.00	51.00	98.46	830.00	0.86	0	0	0	0	N/A	N/A	OXA-397 (1)	843	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
OXA-286	3001741	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter gyllenbergii	1.00	1.00	2.00	13.21	103.00	1.00	0	0	0	0	N/A	N/A		780	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
CMY-102	3002114	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	2.00	4.00	13.18	151.00	0.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
OprM	3000379	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	15.00	7.00	22.00	19.55	285.00	14.95	0	0	0	0	N/A	N/A		1458	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem; peptide antibiotic; tetracycline antibiotic; cephalosporin; diaminopyrimidine antibiotic; acridine dye; phenicol antibiotic; fluoroquinolone antibiotic; cephamycin; penem; macrolide antibiotic; aminoglycoside antibiotic; sulfonamide antibiotic; monobactam; aminocoumarin antibiotic; penam	antibiotic efflux
QnrB11	3002725	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	3.00	1.00	4.00	46.60	302.00	3.25	0	0	0	0	N/A	N/A		648	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
TEM-95	3000962	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	13.00	5.00	18.00	86.76	747.00	0.67	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	penem; cephalosporin; penam; monobactam	antibiotic inactivation
CMY-6	3002017	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	8.00	2.00	10.00	69.11	792.00	0.80	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
ACT-16	3001827	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	5.00	1.00	6.00	51.49	587.00	0.83	0	0	0	0	N/A	N/A		1140	ACT beta-lactamase	carbapenem; cephalosporin; penam; cephamycin	antibiotic inactivation
