ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
ANT(2'')-Ia	3000230	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	4.00	2.00	6.00	88.01	470.00	29.33	0	0	0	0	N/A	N/A		534	ANT(2'')	aminoglycoside antibiotic	antibiotic inactivation
ANT(6)-Ib	3002629	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter fetus	1.00	1.00	2.00	10.49	90.00	11.00	0	0	0	0	N/A	N/A		858	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
smeC	3003053	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	4.00	4.00	8.00	4.94	70.00	8.25	0	0	0	0	N/A	N/A		1416	resistance-nodulation-cell division (RND) antibiotic efflux pump	penam; cephalosporin; cephamycin; aminoglycoside antibiotic	antibiotic efflux
OXA-368	3001555	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	81.00	40.00	121.00	67.29	1831.00	21.26	0	0	0	0	N/A	N/A	AAC(3)-Ib/AAC(6')-Ib'' (1); qacH (1)	2721	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
gadW	3003838	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	16.60	121.00	21.00	0	0	0	0	N/A	N/A		729	resistance-nodulation-cell division (RND) antibiotic efflux pump	penam; macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
QepA2	3004103	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	5.00	1.00	6.00	16.15	248.00	0.00	0	0	0	0	N/A	N/A		1536	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
Pseudomonas aeruginosa CpxR	3004054	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	35.00	31.00	66.00	58.11	394.00	11.76	0	0	0	0	N/A	N/A		678	resistance-nodulation-cell division (RND) antibiotic efflux pump	penem; diaminopyrimidine antibiotic; cephalosporin; aminoglycoside antibiotic; sulfonamide antibiotic; tetracycline antibiotic; cephamycin; aminocoumarin antibiotic; peptide antibiotic; penam; macrolide antibiotic; monobactam; phenicol antibiotic; carbapenem; fluoroquinolone antibiotic	antibiotic efflux
adeK	3000782	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	13.00	3.00	16.00	41.79	608.00	17.38	0	0	0	0	N/A	N/A		1455	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline antibiotic; diaminopyrimidine antibiotic; cephalosporin; macrolide antibiotic; penem; rifamycin antibiotic; phenicol antibiotic; lincosamide antibiotic; carbapenem; fluoroquinolone antibiotic	antibiotic efflux
mdsB	3000790	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	2.00	0.00	2.00	1.58	50.00	22.00	0	0	0	0	N/A	N/A	mexQ (1)	3168	resistance-nodulation-cell division (RND) antibiotic efflux pump	penam; cephalosporin; phenicol antibiotic; monobactam; cephamycin; penem; carbapenem	antibiotic efflux
tetA(46)	3004032	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	2.00	0.00	2.00	16.52	285.00	44.00	0	0	0	0	N/A	N/A		1725	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
OXA-147	3001801	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	1.00	6.00	50.69	406.00	0.67	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
tet(40)	3000567	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus suis	11.00	1.00	12.00	65.19	796.00	40.33	0	0	0	0	N/A	N/A		1221	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
smeD	3003055	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	7.00	4.00	11.00	35.11	416.00	14.55	0	0	0	0	N/A	N/A	smeE (1)	1185	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline antibiotic; macrolide antibiotic; phenicol antibiotic; fluoroquinolone antibiotic	antibiotic efflux
ErmB	3000375	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	116.00	22.00	138.00	100.00	747.00	35.82	0	0	0	0	N/A	N/A		747	Erm 23S ribosomal RNA methyltransferase	streptogramin antibiotic; lincosamide antibiotic; macrolide antibiotic	antibiotic target alteration
lnuF	3002839	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	2.00	4.00	16.30	134.00	1.00	0	0	0	0	N/A	N/A		822	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
OXA-164	3001662	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	1.00	1.00	2.00	16.73	141.00	0.50	0	0	0	0	N/A	N/A		843	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
mdtE	3000795	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	46.03	533.00	44.00	0	0	0	0	N/A	N/A		1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	penam; macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
ceoB	3003010	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia cepacia	21.00	11.00	32.00	39.40	1215.00	12.25	0	0	0	0	N/A	N/A		3084	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; fluoroquinolone antibiotic	antibiotic efflux
emrK	3000206	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	14.30	151.00	22.00	0	0	0	0	N/A	N/A		1056	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AAC(3)-Ib	3002530	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	10.55	56.00	1.00	0	0	0	0	N/A	N/A		531	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
MuxA	3004073	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	8.00	6.00	14.00	14.99	192.00	12.57	0	0	0	0	N/A	N/A		1281	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic; monobactam; macrolide antibiotic; tetracycline antibiotic	antibiotic efflux
ANT(6)-Ia	3002626	protein homolog model	CARD	1	100.0	no data	no data	Exiguobacterium sp.	3.00	3.00	6.00	24.77	214.00	18.50	0	0	0	0	N/A	N/A		864	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
aadA6/aadA10	3002622	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	14.00	3.00	17.00	86.33	720.00	4.35	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1)	834	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
MexE	3000803	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	3.00	8.00	29.08	362.00	14.25	0	0	0	0	N/A	N/A		1245	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic; fluoroquinolone antibiotic; phenicol antibiotic	antibiotic efflux
MexC	3000800	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	11.00	11.00	22.00	8.25	96.00	11.00	0	0	0	0	N/A	N/A		1164	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline antibiotic; diaminopyrimidine antibiotic; cephalosporin; macrolide antibiotic; aminoglycoside antibiotic; aminocoumarin antibiotic; phenicol antibiotic; penam; fluoroquinolone antibiotic	antibiotic efflux
OXA-256	3001502	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	2.00	0.00	2.00	37.70	302.00	1.00	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
aadA11	3002611	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	99.00	74.00	173.00	96.81	819.00	9.63	0	0	0	0	N/A	N/A	aadA6 (1)	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
tet(G)	3000174	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas sp.	2.00	0.00	2.00	25.26	297.00	41.00	0	0	0	0	N/A	N/A		1176	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
acrB	3000216	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	20.00	6.00	26.00	44.57	1404.00	23.69	0	0	0	0	N/A	N/A		3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline antibiotic; glycylcycline; rifamycin antibiotic; penam; cephalosporin; phenicol antibiotic; triclosan; fluoroquinolone antibiotic	antibiotic efflux
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	2.00	4.00	3.68	43.00	11.00	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline antibiotic; aminoglycoside antibiotic; cephamycin; macrolide antibiotic; acridine dye; penam; cephalosporin; phenicol antibiotic; carbapenem; fluoroquinolone antibiotic	antibiotic efflux
AAC(3)-IIc	3002535	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	1.00	4.00	29.38	253.00	8.25	0	0	0	0	N/A	N/A	AAC(3)-IIa (1)	861	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
dfrA26	3002857	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	6.34	35.00	11.00	0	0	0	0	N/A	N/A		552	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
