ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
Escherichia coli acrA	3004043	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	21.00	2.00	23.00	86.68	1035.00	35.22	0	0	0	0	N/A	N/A	acrB (1)	1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	rifamycin antibiotic; cephalosporin; phenicol antibiotic; penam; fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; triclosan	antibiotic efflux
mdtN	3003548	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	22.00	0.00	22.00	83.62	863.00	43.82	0	0	0	0	N/A	N/A	mdtO (1)	1032	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; acridine dye	antibiotic efflux
mdtC	3000794	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	67.00	25.00	92.00	86.87	2674.00	18.67	0	0	0	0	N/A	N/A		3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
ANT(3'')-IIc	3004091	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter parvus	8.00	2.00	10.00	68.46	534.00	23.20	0	0	0	0	N/A	N/A		780	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
floR	3002705	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	8.00	2.00	10.00	31.77	386.00	8.50	0	0	0	0	N/A	N/A		1215	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
CTX-M-44	3001906	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	14.84	130.00	1.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
aadA6	3002606	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	172.00	157.00	329.00	12.65	107.00	3.20	0	0	0	0	N/A	N/A	qacH (1)	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
AxyY	3004144	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter insuavis	60.00	35.00	95.00	31.74	996.00	9.78	0	0	0	0	N/A	N/A	smeB (1)	3138	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; cephalosporin; fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
GES-5	3002334	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	33.91	293.00	1.00	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; penam; cephalosporin	antibiotic inactivation
aad(6)	3002628	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus oralis	4.00	0.00	4.00	42.12	350.00	21.00	0	0	0	0	N/A	N/A		831	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
