ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CARB-6	3002245	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	17.00	0.00	17.00	60.21	522.00	1.00	0	0	0	0	N/A	N/A	aadA6 (1); ANT(2'')-Ia (1); AAC(6')-Ib7 (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
OXA-13	3001408	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	16.35	131.00	0.50	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
Escherichia coli emrE	3004039	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	19.52	65.00	14.00	0	0	0	0	N/A	N/A		333	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
mphE	3003741	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	269.00	35.00	304.00	100.00	885.00	37.06	0	0	0	0	N/A	N/A	msrE (1)	885	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
tetB(P)	3000195	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	8.00	0.00	8.00	40.38	791.00	38.00	0	0	0	0	N/A	N/A		1959	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
mdtG	3001329	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	18.00	8.00	26.00	77.51	951.00	28.04	0	0	0	0	N/A	N/A		1227	major facilitator superfamily (MFS) antibiotic efflux pump	fosfomycin	antibiotic efflux
Shigella flexneri chloramphenicol acetyltransferase	3004459	protein homolog model	CARD	1	100.0	no data	no data	Shigella flexneri	4.00	0.00	4.00	62.88	415.00	6.00	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
acrB	3000216	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	101.00	24.00	125.00	99.30	3128.00	26.95	0	0	0	0	N/A	N/A	smeB (1); Klebsiella_pneumoniae_acrA (1); Escherichia_coli_acrA (1)	3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	penam; phenicol antibiotic; cephalosporin; glycylcycline; rifamycin antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux
GES-11	3002340	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	3.00	0.00	3.00	30.21	261.00	1.00	0	0	0	0	N/A	N/A	dfrA7 (1)	864	GES beta-lactamase	cephalosporin; penam; carbapenem	antibiotic inactivation
CARB-1	3002240	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	41.00	0.00	41.00	93.19	808.00	4.41	0	0	0	0	N/A	N/A	ANT(2'')-Ia (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
dfrA7	3002862	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	10.00	1.00	11.00	100.00	474.00	23.27	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-11 (1)	474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
AxyY	3004144	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter insuavis	294.00	164.00	458.00	42.29	1327.00	9.18	0	0	0	0	N/A	N/A	MexB (1); MexF (1); smeE (1)	3138	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin; aminoglycoside antibiotic; macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
aadA16	3002616	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	137.00	42.00	179.00	100.00	846.00	14.63	0	0	0	0	N/A	N/A	aadA6 (1)	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ErmG	3000522	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides thetaiotaomicron	3.00	1.00	4.00	42.31	311.00	27.50	0	0	0	0	N/A	N/A		735	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; macrolide antibiotic	antibiotic target alteration
aadA23	3002620	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	49.00	5.00	54.00	97.18	758.00	0.83	0	0	0	0	N/A	N/A	lnuF (1); catB3 (1); aadA (1); aadA11 (1); dfrA1 (1)	780	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
EreA	3000361	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	79.00	5.00	84.00	100.00	1221.00	18.56	0	0	0	0	N/A	N/A	aadA5 (1); aadA (1); AAC(6')-Ib7 (1); catB2 (1); AAC(6')-IIa (1)	1221	macrolide esterase	macrolide antibiotic	antibiotic inactivation
cmlB1	3002699	protein homolog model	CARD	1	100.0	no data	no data	Bordetella bronchiseptica	19.00	1.00	20.00	74.01	937.00	30.80	0	0	0	0	N/A	N/A		1266	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
abeS	3000768	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	2.00	4.00	18.18	60.00	11.00	0	0	0	0	N/A	N/A		330	small multidrug resistance (SMR) antibiotic efflux pump	aminocoumarin antibiotic; macrolide antibiotic	antibiotic efflux
ANT(3'')-IIa	3004089	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	4.00	0.00	4.00	44.99	355.00	39.00	0	0	0	0	N/A	N/A		789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
