ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
OXA-2	3001397	protein homolog model	CARD	1	100.0	no data	no data	Plasmid R46	2.00	0.00	2.00	26.21	217.00	1.00	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	penam; carbapenem; cephalosporin	antibiotic inactivation
arnA	3002985	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	3.77	75.00	11.00	0	0	0	0	N/A	N/A		1989	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
Pseudomonas aeruginosa CpxR	3004054	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	12.00	8.00	20.00	16.81	114.00	13.20	0	0	0	0	N/A	N/A		678	resistance-nodulation-cell division (RND) antibiotic efflux pump	peptide antibiotic; aminocoumarin antibiotic; macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; penam; carbapenem; diaminopyrimidine antibiotic; cephamycin; cephalosporin; sulfonamide antibiotic; tetracycline antibiotic; monobactam; phenicol antibiotic; penem	antibiotic efflux
OXA-251	3001500	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	1.00	4.00	46.19	370.00	0.75	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
aadA25	3003197	protein homolog model	CARD	1	100.0	no data	no data	Pasteurella multocida	4.00	2.00	6.00	36.99	293.00	3.83	0	0	0	0	N/A	N/A		792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-226	3001800	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	15.22	126.00	1.00	0	0	0	0	N/A	N/A	qacH (1)	828	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
lsaE	3003206	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	10.00	0.00	10.00	50.44	749.00	42.40	0	0	0	0	N/A	N/A		1485	ABC-F ATP-binding cassette ribosomal protection protein	pleuromutilin antibiotic; lincosamide antibiotic	antibiotic target protection
OXA-209	3001809	protein homolog model	CARD	1	100.0	no data	no data	Riemerella anatipestifer	1.00	1.00	2.00	10.55	87.00	0.50	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
AAC(6')-Ie-APH(2'')-Ia	3002597	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	6.00	0.00	6.00	56.81	818.00	40.00	0	0	0	0	N/A	N/A		1440	APH(2''); AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
tet32	3000196	protein homolog model	CARD	1	100.0	no data	no data	Clostridiaceae bacterium	20.00	4.00	24.00	62.66	1203.00	29.08	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
